user_id,grupo,compro
1134,A,0
948,A,1
332,A,0
1710,B,0
677,A,0
1170,A,0
2440,B,0
1898,B,0
2455,B,0
1894,B,0
897,A,0
2134,B,0
1195,A,0
1610,B,0
2125,B,1
545,A,0
15,A,0
524,A,0
2470,B,0
1993,B,0
1892,B,0
2111,B,0
522,A,0
2119,B,0
1085,A,1
66,A,0
2193,B,0
2495,B,0
1044,A,0
1775,B,0
2241,B,0
456,A,0
2003,B,1
806,A,0
346,A,0
1491,B,0
867,A,0
641,A,0
1240,A,0
89,A,0
2415,B,0
847,A,0
2264,B,0
41,A,0
1586,B,0
2169,B,0
1287,B,0
1061,A,0
1623,B,0
594,A,0
743,A,0
836,A,0
813,A,0
968,A,0
374,A,0
1883,B,0
779,A,0
1741,B,1
421,A,0
482,A,0
2299,B,0
536,A,1
623,A,0
577,A,0
1403,B,0
768,A,0
2118,B,0
1189,A,0
1541,B,0
1204,A,0
1955,B,1
1845,B,1
1742,B,0
182,A,0
1746,B,0
554,A,0
996,A,0
551,A,0
1514,B,0
1882,B,1
2469,B,0
1987,B,0
1537,B,0
878,A,0
767,A,0
1959,B,0
260,A,0
280,A,0
1226,A,0
1821,B,0
199,A,0
1303,B,0
466,A,0
1286,B,0
971,A,0
2239,B,0
1939,B,0
747,A,0
1009,A,0
1646,B,0
2075,B,1
513,A,1
410,A,0
684,A,0
1196,A,0
1922,B,0
785,A,0
1371,B,1
837,A,1
1182,A,0
970,A,0
1805,B,0
1862,B,0
2348,B,0
820,A,0
16,A,0
144,A,0
352,A,0
927,A,0
744,A,0
1155,A,0
130,A,0
896,A,0
372,A,0
2435,B,1
1982,B,0
724,A,0
1399,B,0
1529,B,0
1273,B,0
1028,A,0
2394,B,0
341,A,0
502,A,0
731,A,0
2082,B,0
664,A,0
1166,A,0
1900,B,0
2034,B,1
95,A,0
2337,B,0
966,A,0
2301,B,0
2351,B,0
2305,B,1
1372,B,0
2028,B,1
324,A,0
442,A,1
1029,A,0
527,A,0
75,A,0
2489,B,0
343,A,0
1889,B,0
2424,B,0
1860,B,0
682,A,0
1611,B,1
1907,B,1
9,A,0
1837,B,0
441,A,0
748,A,0
1458,B,0
2100,B,0
1010,A,0
38,A,0
2185,B,0
1184,A,1
231,A,0
2329,B,0
1678,B,0
882,A,0
1563,B,0
427,A,0
34,A,1
812,A,0
45,A,0
2500,B,0
1472,B,0
1422,B,0
2050,B,0
2359,B,0
285,A,0
1717,B,0
1581,B,0
165,A,0
64,A,0
1640,B,1
2238,B,0
436,A,0
1420,B,1
1419,B,0
1299,B,0
1283,B,0
2228,B,0
124,A,0
983,A,0
1833,B,0
400,A,0
809,A,0
600,A,0
1688,B,0
2181,B,0
627,A,0
1177,A,0
2187,B,1
1040,A,0
1508,B,0
1818,B,0
12,A,1
263,A,0
2428,B,1
1363,B,0
474,A,0
2031,B,0
1979,B,1
298,A,0
304,A,0
1157,A,0
2358,B,0
2317,B,0
814,A,1
1776,B,0
764,A,0
483,A,0
771,A,0
241,A,1
1536,B,0
1383,B,1
2162,B,0
1813,B,0
708,A,0
798,A,0
214,A,0
1852,B,0
2360,B,0
1385,B,0
99,A,0
1091,A,1
1448,B,1
1679,B,0
334,A,0
1509,B,0
1221,A,1
1649,B,0
642,A,0
982,A,0
2076,B,1
2377,B,0
1654,B,0
2214,B,1
248,A,1
1843,B,0
281,A,0
1858,B,0
1663,B,1
47,A,0
1721,B,0
1530,B,0
656,A,0
2295,B,0
941,A,0
1494,B,0
937,A,0
1167,A,0
2265,B,0
1078,A,0
599,A,0
2417,B,0
316,A,0
1102,A,1
1278,B,1
150,A,0
1277,B,0
1331,B,0
291,A,0
454,A,1
2420,B,0
959,A,0
1912,B,1
1578,B,0
1126,A,0
1394,B,0
2375,B,0
1980,B,1
376,A,0
1013,A,1
1561,B,0
1942,B,0
1877,B,0
1686,B,1
1739,B,0
954,A,1
707,A,0
1778,B,0
907,A,0
1792,B,0
1227,A,0
4,A,0
2147,B,0
1323,B,1
1555,B,0
350,A,0
2349,B,0
173,A,0
382,A,0
2277,B,0
1796,B,0
572,A,0
423,A,0
786,A,1
1316,B,0
1603,B,0
2429,B,0
125,A,0
103,A,0
919,A,0
1709,B,0
1952,B,0
1441,B,1
487,A,0
1006,A,0
2229,B,0
1080,A,1
136,A,0
879,A,0
1749,B,0
787,A,0
2144,B,0
1665,B,1
706,A,1
2447,B,0
1977,B,0
463,A,0
2298,B,0
1893,B,0
1524,B,0
164,A,0
2117,B,0
2010,B,0
1855,B,1
1540,B,0
2155,B,0
145,A,0
381,A,0
1415,B,0
989,A,0
432,A,0
122,A,0
2502,B,0
612,A,0
1279,B,0
1041,A,0
419,A,0
2234,B,1
2022,B,0
1269,B,0
399,A,0
2404,B,0
1633,B,0
2040,B,0
2192,B,1
729,A,0
249,A,1
1048,A,0
146,A,0
448,A,0
784,A,0
1431,B,0
1216,A,0
1489,B,0
2240,B,0
217,A,0
2059,B,0
908,A,0
2352,B,1
997,A,1
60,A,0
2297,B,0
1516,B,0
415,A,0
2457,B,0
2281,B,0
655,A,0
774,A,0
1967,B,0
1355,B,0
526,A,0
1172,A,1
854,A,0
2252,B,1
590,A,0
2070,B,0
1131,A,0
2132,B,0
2452,B,1
2319,B,0
1496,B,0
2206,B,1
967,A,0
2180,B,0
1854,B,1
611,A,0
1353,B,0
2248,B,1
209,A,0
1440,B,0
1720,B,0
426,A,0
1281,B,0
1974,B,0
191,A,0
385,A,0
111,A,0
613,A,0
1389,B,1
2245,B,1
1193,A,0
880,A,0
1154,A,0
543,A,0
1863,B,0
1551,B,1
1576,B,0
1397,B,0
698,A,0
2044,B,0
1631,B,0
2112,B,0
1705,B,0
1449,B,1
438,A,0
1685,B,0
2448,B,0
602,A,0
108,A,0
30,A,0
1344,B,0
2207,B,0
1528,B,0
1367,B,0
752,A,1
1322,B,0
585,A,0
2285,B,0
2357,B,1
2062,B,0
1881,B,0
1691,B,0
311,A,0
1522,B,1
1081,A,0
1641,B,0
1207,A,0
1266,B,0
1730,B,0
503,A,0
1191,A,0
1005,A,0
1087,A,0
1274,B,0
2090,B,0
2170,B,0
1169,A,0
663,A,0
1326,B,0
1657,B,0
1014,A,0
1836,B,0
91,A,0
987,A,0
1635,B,1
1003,A,0
2114,B,1
625,A,0
70,A,1
789,A,0
1486,B,0
302,A,0
1707,B,0
2123,B,1
765,A,0
294,A,0
960,A,0
446,A,1
469,A,0
916,A,0
1645,B,0
433,A,0
935,A,0
378,A,0
670,A,0
578,A,1
2156,B,0
246,A,1
129,A,0
368,A,1
2012,B,0
1111,A,0
2224,B,0
132,A,0
1970,B,0
1016,A,1
1224,A,1
1298,B,0
2321,B,1
687,A,0
866,A,0
556,A,0
2146,B,1
1059,A,0
1352,B,0
163,A,0
2109,B,0
2077,B,0
1936,B,0
2198,B,1
1354,B,0
5,A,0
152,A,0
835,A,0
1580,B,0
2058,B,0
2451,B,0
282,A,0
2217,B,1
1503,B,0
510,A,0
1410,B,1
2477,B,0
1732,B,0
511,A,0
1756,B,0
749,A,1
1493,B,0
2041,B,1
1502,B,0
1200,A,0
588,A,0
924,A,0
1957,B,0
1853,B,1
492,A,0
1771,B,0
985,A,0
472,A,1
460,A,0
1096,A,0
609,A,0
808,A,1
816,A,0
210,A,0
2174,B,1
2484,B,0
2166,B,1
750,A,0
355,A,0
252,A,0
186,A,0
1784,B,0
1902,B,0
2094,B,0
1596,B,0
228,A,0
2137,B,0
1251,A,0
1786,B,1
2339,B,0
269,A,0
58,A,0
676,A,1
1991,B,0
177,A,0
1880,B,0
1583,B,0
2334,B,0
244,A,0
2398,B,0
293,A,0
2287,B,1
550,A,0
28,A,0
1304,B,0
1544,B,0
1060,A,0
961,A,0
1485,B,0
1600,B,1
2341,B,0
1318,B,0
1670,B,0
1571,B,0
2243,B,0
149,A,0
1500,B,1
1510,B,0
965,A,0
2023,B,1
1789,B,0
2244,B,1
1405,B,0
2054,B,1
1291,B,0
2005,B,0
2212,B,0
933,A,1
614,A,0
1719,B,1
2084,B,1
2282,B,0
1141,A,0
2038,B,0
424,A,0
1687,B,1
2431,B,0
1022,A,0
506,A,0
2407,B,0
2154,B,1
273,A,0
2099,B,0
1268,B,0
2113,B,0
1466,B,0
1950,B,0
702,A,0
42,A,0
232,A,0
107,A,0
321,A,0
268,A,0
190,A,0
2158,B,0
1668,B,1
1325,B,1
953,A,0
1556,B,0
237,A,0
1039,A,0
2164,B,1
1819,B,0
800,A,1
265,A,0
1187,A,0
2226,B,0
2188,B,0
739,A,0
2037,B,0
1,A,0
1763,B,0
1247,A,0
1690,B,0
2411,B,0
1210,A,1
417,A,0
2161,B,0
692,A,0
1358,B,0
1245,A,0
565,A,0
479,A,1
1162,A,0
1642,B,1
180,A,0
2386,B,0
143,A,0
1194,A,0
467,A,0
1545,B,1
1082,A,0
1614,B,0
624,A,0
2126,B,0
606,A,0
1244,A,0
2408,B,0
1033,A,0
1722,B,0
94,A,0
1164,A,0
733,A,0
498,A,0
1220,A,0
1667,B,0
871,A,0
2350,B,0
722,A,0
2401,B,0
1026,A,0
1804,B,0
2501,B,1
1296,B,0
2042,B,0
2139,B,0
328,A,0
2324,B,0
911,A,0
1822,B,0
2283,B,0
337,A,0
717,A,0
1937,B,0
1159,A,0
1387,B,0
2085,B,0
1978,B,0
1340,B,0
1130,A,0
762,A,0
725,A,0
766,A,0
287,A,0
308,A,0
2163,B,0
827,A,0
699,A,0
1708,B,0
1156,A,0
6,A,0
1452,B,0
72,A,0
2209,B,0
712,A,0
422,A,0
1021,A,0
1327,B,0
1946,B,0
2272,B,0
738,A,0
2288,B,0
2413,B,0
2345,B,1
120,A,0
1123,A,0
1098,A,0
2066,B,0
270,A,0
2456,B,0
1017,A,0
979,A,0
1104,A,1
877,A,0
1994,B,0
1774,B,1
224,A,0
345,A,0
2175,B,0
912,A,0
1567,B,0
48,A,0
2340,B,0
761,A,0
444,A,0
1647,B,0
447,A,1
2467,B,0
845,A,0
981,A,0
1366,B,0
1764,B,0
2250,B,0
1056,A,0
849,A,0
679,A,1
2397,B,0
1143,A,0
936,A,0
972,A,1
530,A,0
2483,B,1
1129,A,0
777,A,0
226,A,0
184,A,0
2307,B,0
106,A,0
1954,B,0
1408,B,0
735,A,0
2396,B,0
238,A,0
486,A,1
1145,A,0
453,A,0
1716,B,1
11,A,0
31,A,0
790,A,1
1270,B,0
1257,B,0
1110,A,0
101,A,0
36,A,0
2496,B,0
637,A,0
1446,B,0
2353,B,0
1373,B,1
1084,A,0
1689,B,0
862,A,0
1960,B,0
904,A,0
2367,B,0
110,A,0
360,A,0
1321,B,0
236,A,0
584,A,0
2142,B,0
1488,B,0
783,A,0
564,A,0
2227,B,0
2366,B,0
1985,B,0
1913,B,1
1171,A,0
2030,B,0
570,A,0
364,A,0
1095,A,0
1122,A,1
1702,B,0
1395,B,0
810,A,0
2487,B,0
1664,B,0
380,A,0
276,A,0
1320,B,0
885,A,0
607,A,0
2043,B,0
2249,B,0
1930,B,0
2493,B,0
179,A,1
931,A,0
1484,B,0
1658,B,0
155,A,1
1733,B,0
2327,B,1
1377,B,0
1575,B,0
976,A,0
2222,B,0
830,A,0
2400,B,0
1487,B,0
439,A,0
628,A,0
1337,B,0
1511,B,0
926,A,0
986,A,0
1731,B,0
1888,B,0
1032,A,0
2416,B,1
1174,A,0
876,A,0
1680,B,0
945,A,0
805,A,0
2270,B,0
13,A,0
1118,A,0
90,A,0
1208,A,0
1180,A,0
643,A,0
1285,B,0
1439,B,0
1142,A,0
1255,B,0
1421,B,0
1067,A,0
1380,B,0
1945,B,0
2073,B,0
2246,B,0
654,A,0
430,A,0
1521,B,0
1562,B,0
2498,B,1
406,A,0
2092,B,1
1497,B,0
839,A,0
1088,A,0
2284,B,0
2318,B,0
1301,B,0
1312,B,1
1001,A,0
857,A,0
1401,B,0
2316,B,0
1621,B,0
2402,B,0
1587,B,0
1917,B,1
694,A,0
1179,A,0
914,A,0
189,A,0
288,A,0
1038,A,0
1751,B,0
1137,A,0
780,A,0
901,A,0
2052,B,0
2315,B,1
695,A,0
2104,B,0
2128,B,0
855,A,0
211,A,0
1613,B,0
939,A,0
1302,B,1
74,A,0
2492,B,0
2179,B,0
383,A,0
68,A,0
537,A,0
1471,B,0
138,A,0
1149,A,0
2129,B,1
1232,A,0
515,A,0
1424,B,0
207,A,0
992,A,0
114,A,0
920,A,0
2120,B,1
1849,B,1
598,A,0
1762,B,1
501,A,0
1814,B,0
1838,B,0
1478,B,0
2391,B,0
459,A,0
2414,B,0
1632,B,0
781,A,0
253,A,0
351,A,0
859,A,0
365,A,1
458,A,0
573,A,0
480,A,0
1115,A,0
799,A,0
957,A,0
1734,B,0
1300,B,0
27,A,0
688,A,0
1329,B,0
1206,A,0
2231,B,0
1288,B,0
1282,B,0
1841,B,0
77,A,0
2046,B,0
1648,B,1
366,A,0
56,A,1
1241,A,0
1986,B,0
1769,B,0
1144,A,0
828,A,0
608,A,0
2121,B,0
893,A,0
1094,A,0
1456,B,1
575,A,0
769,A,0
392,A,0
161,A,0
204,A,0
340,A,0
838,A,0
887,A,0
388,A,0
1370,B,0
975,A,0
999,A,1
903,A,0
1797,B,0
923,A,0
156,A,0
2280,B,0
2215,B,0
2279,B,0
1634,B,0
1246,A,0
678,A,0
1532,B,0
2436,B,0
1481,B,0
62,A,0
1459,B,0
736,A,0
1870,B,0
1461,B,0
791,A,0
1736,B,1
371,A,0
396,A,1
1202,A,0
514,A,0
593,A,0
1972,B,1
1866,B,1
395,A,0
300,A,0
650,A,0
1454,B,0
734,A,0
386,A,0
955,A,0
1780,B,1
1064,A,0
1815,B,0
2261,B,0
528,A,0
1770,B,0
267,A,0
1506,B,0
2081,B,0
1558,B,0
1701,B,1
804,A,0
858,A,0
1712,B,0
2399,B,0
727,A,0
401,A,0
1911,B,0
220,A,0
2057,B,0
1289,B,0
1116,A,0
583,A,0
571,A,0
44,A,1
1235,A,0
1570,B,0
2344,B,0
2204,B,0
1861,B,0
2115,B,0
1608,B,0
250,A,0
1225,A,0
1160,A,0
1072,A,0
719,A,0
317,A,0
1934,B,0
671,A,0
348,A,0
905,A,0
2325,B,1
1280,B,0
1086,A,0
898,A,0
1259,B,0
96,A,0
2186,B,1
2220,B,0
843,A,0
1761,B,0
574,A,0
951,A,0
59,A,0
2106,B,0
1548,B,0
3,A,0
323,A,0
635,A,0
2116,B,0
532,A,1
335,A,0
557,A,0
333,A,0
834,A,0
82,A,0
2150,B,1
2233,B,1
1585,B,1
2149,B,0
732,A,0
1673,B,1
292,A,0
185,A,0
751,A,0
1964,B,0
1874,B,1
534,A,0
194,A,0
1518,B,1
2086,B,0
435,A,0
658,A,0
1256,B,0
2482,B,1
2478,B,0
2462,B,1
139,A,0
899,A,0
429,A,0
962,A,0
1965,B,0
1976,B,1
1437,B,0
718,A,1
1223,A,0
2230,B,0
1824,B,0
1388,B,0
2426,B,1
2089,B,1
336,A,0
505,A,0
2213,B,0
2433,B,1
1699,B,1
2422,B,0
1794,B,0
1168,A,0
1404,B,0
794,A,0
1622,B,0
2292,B,0
1656,B,1
1411,B,0
251,A,0
2291,B,0
529,A,0
1975,B,0
1806,B,0
1127,A,0
1787,B,0
1726,B,0
2167,B,0
1475,B,0
305,A,0
1872,B,0
1293,B,0
71,A,0
1876,B,0
1306,B,1
856,A,0
640,A,0
1695,B,0
1644,B,0
1341,B,0
832,A,0
2021,B,1
1457,B,0
1801,B,1
205,A,0
239,A,0
93,A,0
2183,B,0
1546,B,0
2471,B,0
2157,B,0
1378,B,0
1728,B,1
449,A,0
1002,A,0
2014,B,0
330,A,0
2260,B,0
2069,B,0
1505,B,0
958,A,0
1313,B,0
1199,A,0
1601,B,0
1533,B,0
1683,B,0
412,A,1
1406,B,0
1918,B,0
147,A,0
1765,B,0
1565,B,1
247,A,0
2071,B,0
1035,A,0
1258,B,0
2078,B,0
932,A,0
115,A,0
1020,A,0
634,A,0
1652,B,0
499,A,1
938,A,1
416,A,0
2310,B,0
638,A,0
1700,B,0
1831,B,1
1903,B,0
758,A,0
2464,B,0
1042,A,0
2191,B,0
646,A,0
485,A,0
2443,B,0
597,A,0
2182,B,0
1928,B,0
1069,A,0
2178,B,0
1396,B,1
672,A,0
653,A,0
1263,B,0
1309,B,0
2268,B,0
1909,B,0
2473,B,1
2095,B,0
1795,B,0
2371,B,0
76,A,0
465,A,1
87,A,0
1450,B,0
261,A,0
630,A,0
1865,B,1
1803,B,0
2176,B,1
2465,B,0
2309,B,0
1011,A,0
1030,A,0
2171,B,0
829,A,0
1237,A,0
1791,B,0
97,A,0
848,A,1
807,A,1
314,A,1
1386,B,0
1201,A,0
622,A,0
1572,B,0
1413,B,0
567,A,0
544,A,0
1335,B,1
2055,B,1
52,A,0
1343,B,1
1729,B,0
2488,B,1
1559,B,1
746,A,0
312,A,0
1973,B,0
1468,B,0
1926,B,0
196,A,0
1655,B,0
1735,B,0
964,A,0
803,A,0
1619,B,0
1620,B,0
303,A,0
621,A,0
1727,B,0
455,A,0
242,A,1
21,A,0
1935,B,0
1884,B,0
645,A,0
2105,B,0
1008,A,0
1766,B,0
1062,A,1
1638,B,0
1409,B,0
121,A,0
934,A,0
2434,B,0
1027,A,0
823,A,0
1153,A,0
1231,A,0
988,A,0
88,A,0
2314,B,0
875,A,0
1597,B,0
135,A,1
256,A,0
1238,A,0
772,A,0
2409,B,1
1209,A,0
2200,B,0
512,A,0
63,A,0
1554,B,1
92,A,0
1359,B,0
2472,B,1
1696,B,0
2203,B,0
1943,B,0
2331,B,0
680,A,0
742,A,0
1212,A,0
123,A,0
363,A,0
2009,B,0
445,A,0
770,A,0
853,A,0
1211,A,0
568,A,0
2330,B,0
549,A,0
865,A,0
796,A,0
1393,B,0
295,A,0
2383,B,1
1971,B,0
2035,B,0
1781,B,0
721,A,1
490,A,0
494,A,0
691,A,0
603,A,0
1941,B,0
833,A,0
2196,B,0
1859,B,1
504,A,0
589,A,0
319,A,0
1817,B,0
1785,B,0
275,A,0
639,A,0
1574,B,1
1362,B,0
1783,B,0
1527,B,0
2347,B,0
2286,B,0
1886,B,0
2273,B,0
1929,B,0
1185,A,0
1338,B,0
2008,B,0
946,A,0
61,A,0
203,A,0
296,A,0
1829,B,0
2165,B,0
299,A,0
69,A,0
1390,B,0
737,A,0
2018,B,1
2346,B,0
1071,A,0
1460,B,0
1504,B,0
2056,B,0
151,A,1
757,A,0
1999,B,0
39,A,0
1704,B,0
1517,B,0
2088,B,0
170,A,0
2138,B,0
377,A,0
1997,B,1
860,A,0
1798,B,0
915,A,0
2221,B,0
379,A,0
1629,B,0
2262,B,0
1295,B,0
1832,B,0
1433,B,0
1151,A,0
1365,B,0
1531,B,0
2235,B,0
690,A,0
54,A,0
370,A,0
842,A,0
657,A,0
1190,A,0
176,A,0
2024,B,0
928,A,0
618,A,0
46,A,0
1261,B,0
1097,A,0
1444,B,0
2091,B,0
83,A,0
1188,A,0
1161,A,0
817,A,0
1031,A,0
2237,B,1
301,A,0
2504,B,1
1473,B,1
284,A,0
2475,B,0
2461,B,1
610,A,0
868,A,0
1272,B,1
1962,B,0
917,A,0
1820,B,0
2127,B,0
662,A,1
1984,B,0
2256,B,0
821,A,0
266,A,0
1178,A,0
1940,B,0
2480,B,0
2001,B,0
413,A,1
258,A,0
508,A,0
1916,B,0
100,A,0
1467,B,1
745,A,0
2453,B,0
560,A,0
1376,B,1
481,A,0
2027,B,0
1802,B,0
1927,B,0
1743,B,0
1158,A,0
918,A,1
2463,B,0
1333,B,0
1438,B,0
367,A,1
1966,B,0
596,A,0
403,A,0
1132,A,0
148,A,0
950,A,0
553,A,0
20,A,0
230,A,0
1519,B,0
669,A,0
219,A,0
1319,B,0
1463,B,0
2143,B,0
2494,B,0
166,A,0
586,A,0
1887,B,0
1660,B,0
1953,B,0
208,A,0
1827,B,0
1369,B,0
98,A,0
778,A,0
2296,B,0
1019,A,1
1607,B,0
2486,B,1
1713,B,0
1755,B,1
425,A,0
1492,B,0
2197,B,0
2145,B,0
2029,B,0
2110,B,1
1436,B,0
1349,B,1
1594,B,0
518,A,0
322,A,0
17,A,0
202,A,0
1693,B,0
1598,B,0
218,A,0
1416,B,1
2108,B,1
361,A,0
714,A,0
831,A,0
338,A,0
2300,B,0
1053,A,1
404,A,0
760,A,0
1501,B,0
1846,B,0
128,A,0
1427,B,0
1897,B,0
1550,B,0
215,A,0
1615,B,0
391,A,1
1718,B,0
1108,A,0
2026,B,0
289,A,0
1956,B,1
1703,B,0
559,A,0
1474,B,0
197,A,0
726,A,0
2481,B,0
1513,B,1
2460,B,0
50,A,0
1342,B,0
1057,A,0
2263,B,1
888,A,0
2306,B,0
1093,A,0
846,A,0
569,A,1
517,A,0
1121,A,0
1981,B,0
2133,B,0
140,A,1
1307,B,0
2136,B,1
2444,B,1
2430,B,1
1150,A,0
2406,B,0
2479,B,0
2255,B,1
1864,B,0
464,A,0
500,A,1
1234,A,0
1203,A,0
595,A,0
1015,A,0
1808,B,0
1650,B,0
451,A,0
375,A,0
1230,A,0
519,A,1
2503,B,0
2033,B,0
2190,B,0
2068,B,0
1400,B,0
1538,B,0
1175,A,0
2379,B,0
452,A,0
1119,A,0
1684,B,1
1113,A,0
1482,B,0
1579,B,0
891,A,0
1616,B,0
716,A,1
659,A,0
1507,B,0
2202,B,0
1264,B,0
525,A,0
1000,A,0
390,A,0
1360,B,0
283,A,0
1477,B,0
193,A,1
339,A,0
1192,A,0
1969,B,0
993,A,0
2388,B,0
902,A,0
1875,B,0
925,A,0
1339,B,0
728,A,0
1924,B,0
759,A,0
701,A,0
674,A,0
1294,B,0
1825,B,0
826,A,1
78,A,0
488,A,0
1443,B,0
1908,B,0
43,A,0
851,A,0
369,A,0
1938,B,1
2378,B,0
1152,A,0
864,A,0
1568,B,0
2332,B,0
2045,B,1
2442,B,0
963,A,0
1873,B,0
65,A,0
192,A,0
2421,B,0
109,A,0
175,A,0
1904,B,0
1100,A,0
561,A,0
1599,B,0
1361,B,1
2087,B,0
2184,B,0
1332,B,0
1364,B,0
262,A,1
582,A,1
1165,A,0
73,A,0
477,A,0
2096,B,0
763,A,0
1442,B,0
1617,B,1
313,A,0
1662,B,0
509,A,1
167,A,0
2289,B,0
407,A,0
2468,B,0
1025,A,1
1222,A,0
1915,B,0
1447,B,0
1120,A,0
1807,B,0
104,A,0
1218,A,0
2393,B,0
895,A,0
1105,A,1
1753,B,0
1215,A,0
1857,B,0
1659,B,0
153,A,0
1135,A,0
1584,B,0
2160,B,0
977,A,0
521,A,0
2210,B,1
443,A,0
1823,B,0
272,A,0
1992,B,0
310,A,0
213,A,0
2412,B,0
1910,B,0
496,A,0
206,A,0
1435,B,0
1136,A,0
869,A,0
306,A,1
1850,B,0
2218,B,0
1989,B,0
420,A,0
1535,B,0
844,A,1
1988,B,0
1839,B,1
342,A,0
1715,B,0
384,A,0
1539,B,0
212,A,0
1958,B,0
1639,B,1
2304,B,0
1381,B,0
1350,B,0
2124,B,0
825,A,0
681,A,0
181,A,0
254,A,0
2267,B,0
581,A,0
279,A,0
290,A,0
2013,B,1
994,A,0
1983,B,0
40,A,0
1391,B,0
1921,B,0
271,A,0
2135,B,0
475,A,0
2219,B,1
615,A,0
112,A,0
1392,B,0
221,A,0
1423,B,0
84,A,0
